date,location,deaths,cases
2020-10-29,New Hampshire,3,111
2020-10-29,New Jersey,18,1666
2020-10-29,New Mexico,11,657
2020-10-29,New York,9,2031
2020-10-29,North Carolina,34,2253
2020-10-29,North Dakota,12,777
2020-10-29,Ohio,17,2607
2020-10-29,Oklahoma,13,743
2020-10-29,Oregon,7,420
2020-10-29,Other,2,50
2020-10-29,Pennsylvania,24,2332
2020-10-29,Puerto Rico,5,66
2020-10-29,Rhode Island,4,499
2020-10-29,South Carolina,34,912
2020-10-29,South Dakota,9,1270
2020-10-29,Tennessee,34,2446
2020-10-29,Texas,100,7253
2020-10-29,Utah,10,1575
2020-10-29,Virginia,16,1345
2020-10-29,Washington,16,716
2020-10-29,West Virginia,4,357
2020-10-29,Wisconsin,51,4130
2020-10-30,Alabama,3,1338
2020-10-30,Alaska,6,367
2020-10-30,Arizona,13,1315
2020-10-30,Arkansas,19,1072
2020-10-30,California,30,4372
2020-10-30,Colorado,19,1806
2020-10-30,Connecticut,5,1319
2020-10-30,Delaware,1,161
2020-10-30,District of Columbia,1,101
2020-10-30,Florida,77,4198
2020-10-30,Georgia,47,1823
2020-10-30,Hawaii,2,77
2020-10-30,Idaho,16,961
2020-10-30,Illinois,56,6362
2020-10-30,Indiana,33,3618
2020-10-30,Iowa,14,2315
2020-10-30,Kansas,1,2753
2020-10-30,Kentucky,19,1811
2020-10-30,Louisiana,18,394
2020-10-30,Maryland,12,962
2020-10-30,Massachusetts,27,1346
2020-10-30,Michigan,47,4109
2020-10-30,Minnesota,32,2867
2020-10-30,Mississippi,8,970
2020-10-30,Missouri,7,388
2020-10-30,Montana,12,887
2020-10-30,Nebraska,9,1605
2020-10-30,Nevada,3,1073
2020-10-30,New Hampshire,4,127
2020-10-30,New Jersey,8,1550
2020-10-30,New Mexico,3,1078
2020-10-30,New York,19,2499
2020-10-30,North Carolina,38,2885
2020-10-30,North Dakota,11,1223
2020-10-30,Ohio,19,3590
2020-10-30,Oklahoma,20,1041
2020-10-30,Oregon,2,565
2020-10-30,Other,1,83
2020-10-30,Pennsylvania,36,2235
2020-10-30,Puerto Rico,1,752
2020-10-30,Rhode Island,3,368
2020-10-30,South Carolina,13,1100
2020-10-30,South Dakota,19,1000
2020-10-30,Tennessee,22,2660
2020-10-30,Texas,114,6956
2020-10-30,Utah,10,1837
2020-10-30,Virginia,20,1429
2020-10-30,Washington,6,814
2020-10-30,West Virginia,7,399
2020-10-30,Wisconsin,43,5145
2020-10-30,Wyoming,10,361
2020-10-31,Alabama,18,1819
2020-10-31,Alaska,4,386
2020-10-31,Arizona,16,1565
2020-10-31,Arkansas,6,1162
2020-10-31,California,59,4380
2020-10-31,Colorado,10,2412
2020-10-31,Connecticut,7,761
2020-10-31,Delaware,15,198
2020-10-31,District of Columbia,1,70
2020-10-31,Florida,72,5592
2020-10-31,Georgia,32,1377
2020-10-31,Hawaii,1,100
2020-10-31,Idaho,11,1064
2020-10-31,Illinois,49,8489
2020-10-31,Indiana,26,3163
2020-10-31,Iowa,9,2772
2020-10-31,Kansas,21,462
2020-10-31,Kentucky,15,1937
2020-10-31,Louisiana,11,433
2020-10-31,Maryland,10,927
2020-10-31,Massachusetts,24,1582
2020-10-31,Michigan,12,3345
2020-10-31,Minnesota,19,3154
2020-10-31,Mississippi,18,749
2020-10-31,Missouri,49,5422
2020-10-31,Montana,27,1063
2020-10-31,Nebraska,9,1495
2020-10-31,Nevada,8,1232
2020-10-31,New Jersey,7,1976
2020-10-31,New Mexico,13,1005
2020-10-31,New York,30,2255
2020-10-31,North Carolina,49,2809
2020-10-31,North Dakota,13,1353
2020-10-31,Ohio,16,3845
2020-10-31,Oklahoma,20,1302
2020-10-31,Oregon,2,595
2020-10-31,Other,1,88
2020-10-31,Pennsylvania,31,2499
2020-10-31,Puerto Rico,6,574
2020-10-31,Rhode Island,6,562
2020-10-31,South Carolina,7,1003
2020-10-31,South Dakota,12,1559
2020-10-31,Tennessee,78,2608
2020-10-31,Texas,109,5977
2020-10-31,Utah,3,2292
2020-10-31,Virginia,7,1456
2020-10-31,Washington,7,1016
2020-10-31,West Virginia,8,526
2020-10-31,Wisconsin,44,5357
2020-11-01,Alabama,35,1681
2020-11-01,Alaska,1,447
2020-11-01,Arizona,45,1901
2020-11-01,Arkansas,25,1316
2020-11-01,California,41,4115
2020-11-01,Colorado,7,2924
2020-11-01,Delaware,4,200
2020-11-01,Florida,41,2331
2020-11-01,Georgia,24,2565
2020-11-01,Hawaii,3,68
2020-11-01,Idaho,3,798
2020-11-01,Illinois,46,7899
2020-11-01,Indiana,46,3465
2020-11-01,Iowa,2,2788
2020-11-01,Kentucky,9,1977
2020-11-01,Maine,1,96
2020-11-01,Maryland,10,967
2020-11-01,Massachusetts,16,1430
2020-11-01,Michigan,34,4018
2020-11-01,Minnesota,20,3007
2020-11-01,Mississippi,6,824
2020-11-01,Missouri,97,2863
2020-11-01,Montana,11,885
2020-11-01,Nebraska,6,1087
2020-11-01,New Hampshire,1,200
2020-11-01,New Jersey,11,1363
2020-11-01,New Mexico,11,581
2020-11-01,New York,6,2112
2020-11-01,North Carolina,46,2805
2020-11-01,North Dakota,12,1433
2020-11-01,Ohio,10,2915
2020-11-01,Oklahoma,11,1267
2020-11-01,Oregon,14,533
2020-11-01,Pennsylvania,26,2205
2020-11-01,Puerto Rico,2,285
2020-11-01,South Carolina,39,1018
2020-11-01,South Dakota,10,1433
2020-11-01,Tennessee,12,1184
2020-11-01,Texas,81,7969
2020-11-01,Utah,3,1724
2020-11-01,Virginia,11,1551
2020-11-01,West Virginia,6,468
2020-11-01,Wisconsin,40,5808
2020-11-02,Alabama,6,845
2020-11-02,Alaska,1,350
2020-11-02,Arkansas,33,867
2020-11-02,California,12,3735
2020-11-02,Colorado,3,2560
2020-11-02,Delaware,2,175
2020-11-02,Florida,28,4865
2020-11-02,Georgia,2,1192
2020-11-02,Idaho,1,480
2020-11-02,Illinois,35,6980
2020-11-02,Indiana,32,2750
2020-11-02,Iowa,17,2464
2020-11-02,Kentucky,4,1423
2020-11-02,Louisiana,7,1071
2020-11-02,Maryland,5,864
2020-11-02,Massachusetts,22,1131
2020-11-02,Minnesota,18,2200
2020-11-02,Mississippi,14,340
2020-11-02,Missouri,1,2333
2020-11-02,Montana,1,694
2020-11-02,Nebraska,2,934
2020-11-02,Nevada,4,716
2020-11-02,New Jersey,4,1743
2020-11-02,New Mexico,8,742
2020-11-02,New York,22,2192
2020-11-02,North Carolina,5,2057
2020-11-02,North Dakota,7,1127
2020-11-02,Ohio,2,3303
2020-11-02,Oklahoma,8,1349
2020-11-02,Oregon,2,508
2020-11-02,Pennsylvania,3,1625
2020-11-02,Puerto Rico,10,403
2020-11-02,South Carolina,1,1411
2020-11-02,South Dakota,12,1332
2020-11-02,Texas,38,4516
2020-11-02,Utah,10,1854
2020-11-02,Virginia,1,1202
2020-11-02,West Virginia,1,423
2020-11-02,Wisconsin,24,3553
2020-11-03,Alaska,1,352
2020-11-03,Arizona,3,666
2020-11-03,Arkansas,27,584
2020-11-03,California,18,4533
2020-11-03,Colorado,4,2237
2020-11-03,Connecticut,11,2651
2020-11-03,District of Columbia,1,69
2020-11-03,Florida,45,4651
2020-11-03,Georgia,18,939
2020-11-03,Idaho,2,757
2020-11-03,Illinois,18,6222
2020-11-03,Indiana,26,3077
2020-11-03,Iowa,23,1542
2020-11-03,Kansas,17,448
2020-11-03,Kentucky,3,1028
2020-11-03,Louisiana,8,275
2020-11-03,Maine,1,87
2020-11-03,Maryland,3,850
2020-11-03,Massachusetts,10,842
2020-11-03,Michigan,17,6920
2020-11-03,Minnesota,9,2948
2020-11-03,Missouri,5,2898
2020-11-03,Montana,10,757
2020-11-03,Nebraska,2,954
2020-11-03,Nevada,3,637
2020-11-03,New Jersey,3,1368
2020-11-03,New Mexico,10,872
2020-11-03,New York,11,1633
2020-11-03,North Carolina,7,1336
2020-11-03,North Dakota,9,972
2020-11-03,Ohio,37,2909
2020-11-03,Oklahoma,9,1084
2020-11-03,Oregon,1,549
2020-11-03,Pennsylvania,9,2827
2020-11-03,Puerto Rico,7,864
2020-11-03,Rhode Island,9,1246
2020-11-03,South Carolina,10,894
2020-11-03,South Dakota,1,526
2020-11-03,Tennessee,26,3161
2020-11-03,Texas,31,6764
2020-11-03,Virginia,3,1026
2020-11-03,Washington,12,1039
2020-11-03,West Virginia,1,355
2020-11-03,Wisconsin,41,3505
2020-11-03,Wyoming,10,444
2020-11-04,Alabama,14,1812
2020-11-04,Arizona,38,1679
2020-11-04,Arkansas,18,878
2020-11-04,California,56,4990
2020-11-04,Colorado,19,2562
2020-11-04,Connecticut,8,985
2020-11-04,Delaware,2,115
2020-11-04,Florida,56,4637
2020-11-04,Georgia,480,31605
2020-11-04,Idaho,15,1179
2020-11-04,Illinois,68,6516
2020-11-04,Indiana,49,2881
2020-11-04,Iowa,24,1810
2020-11-04,Kansas,11,2692
2020-11-04,Kentucky,11,1709
2020-11-04,Louisiana,17,1153
2020-11-04,Maryland,7,771
2020-11-04,Massachusetts,12,1036
2020-11-04,Michigan,45,3437
2020-11-04,Minnesota,15,3476
2020-11-04,Mississippi,36,644
2020-11-04,Missouri,32,2218
2020-11-04,Montana,13,907
2020-11-04,Nebraska,4,1440
2020-11-04,Nevada,23,911
2020-11-04,New Jersey,14,1828
2020-11-04,New Mexico,9,1136
2020-11-04,New York,10,2321
2020-11-04,North Carolina,67,2349
2020-11-04,North Dakota,15,1172
2020-11-04,Ohio,33,4229
2020-11-04,Oklahoma,21,1331
2020-11-04,Oregon,9,482
2020-11-04,Other,2,128
2020-11-04,Pennsylvania,30,2831
2020-11-04,Puerto Rico,3,345
2020-11-04,Rhode Island,2,423
2020-11-04,South Carolina,22,1035
2020-11-04,South Dakota,8,1004
2020-11-04,Tennessee,75,1770
2020-11-04,Texas,99,8786
2020-11-04,Utah,6,1669
2020-11-04,Virginia,8,1261
2020-11-04,Washington,22,657
2020-11-04,West Virginia,10,358
2020-11-04,Wisconsin,37,6104
2020-11-05,Alabama,19,1423
2020-11-05,Arizona,39,815
2020-11-05,Arkansas,23,1293
2020-11-05,California,63,5519
2020-11-05,Colorado,22,2928
2020-11-05,Connecticut,10,530
2020-11-05,Florida,32,4423
2020-11-05,Georgia,43,2611
2020-11-05,Idaho,17,1290
2020-11-05,Illinois,55,7538
2020-11-05,Indiana,25,3698
2020-11-05,Iowa,21,2888
2020-11-05,Kansas,30,499
2020-11-05,Kentucky,11,1630
2020-11-05,Louisiana,24,1016
2020-11-05,Maine,2,146
2020-11-05,Maryland,10,1000
2020-11-05,Massachusetts,27,1714
2020-11-05,Michigan,21,4397
2020-11-05,Minnesota,31,3827
2020-11-05,Mississippi,13,766
2020-11-05,Missouri,24,2812
2020-11-05,Montana,5,796
2020-11-05,Nebraska,9,1828
2020-11-05,Nevada,7,1068
2020-11-05,New Hampshire,1,115
2020-11-05,New Jersey,20,2432
2020-11-05,New Mexico,14,1011
2020-11-05,New York,20,2126
2020-11-05,North Carolina,50,2425
2020-11-05,North Dakota,12,1114
2020-11-05,Ohio,55,4071
2020-11-05,Oklahoma,17,1246
2020-11-05,Oregon,4,589
2020-11-05,Other,4,94
2020-11-05,Pennsylvania,36,2809
2020-11-05,Puerto Rico,8,57
2020-11-05,Rhode Island,2,579
2020-11-05,South Carolina,17,918
2020-11-05,South Dakota,14,937
2020-11-05,Tennessee,24,3445
2020-11-05,Texas,137,9861
2020-11-05,Utah,5,2110
2020-11-05,Virginia,11,1157
2020-11-05,Washington,16,1469
2020-11-05,West Virginia,3,392
2020-11-05,Wisconsin,25,6256
2020-11-05,Wyoming,12,423
2020-11-06,Alabama,20,1601
2020-11-06,Arizona,28,2135
2020-11-06,Arkansas,11,1548
2020-11-06,California,52,5934
2020-11-06,Colorado,20,3369
2020-11-06,Connecticut,11,1687
2020-11-06,Delaware,4,219
2020-11-06,District of Columbia,3,81
2020-11-06,Florida,39,6257
2020-11-06,Georgia,56,2488
2020-11-06,Idaho,7,1265
2020-11-06,Illinois,97,9935
2020-11-06,Indiana,47,4412
2020-11-06,Iowa,13,5277
2020-11-06,Kentucky,20,2268
2020-11-06,Louisiana,20,681
2020-11-06,Maryland,10,1198
2020-11-06,Massachusetts,23,1862
2020-11-06,Michigan,51,6103
2020-11-06,Minnesota,25,3942
2020-11-06,Mississippi,8,1612
2020-11-06,Missouri,18,3789
2020-11-06,Montana,3,1013
2020-11-06,Nebraska,5,2124
2020-11-06,Nevada,10,1267
2020-11-06,New Hampshire,2,245
2020-11-06,New Jersey,12,1962
2020-11-06,New Mexico,23,859
2020-11-06,New York,64,2997
2020-11-06,North Carolina,41,2859
2020-11-06,North Dakota,29,1536
2020-11-06,Ohio,33,4961
2020-11-06,Oklahoma,21,2101
2020-11-06,Oregon,5,790
2020-11-06,Other,2,103
2020-11-06,Pennsylvania,45,2815
2020-11-06,Puerto Rico,5,294
2020-11-06,Rhode Island,8,628
2020-11-06,South Carolina,7,769
2020-11-06,South Dakota,22,1360
2020-11-06,Tennessee,31,1969
2020-11-06,Texas,133,9949
2020-11-06,Utah,7,2807
2020-11-06,Virginia,11,1366
2020-11-06,Washington,15,1070
2020-11-06,West Virginia,8,559
2020-11-06,Wisconsin,25,6284
2020-11-07,Alabama,23,1603
2020-11-07,Arizona,22,1996
2020-11-07,Arkansas,19,1870
2020-11-07,California,71,6357
2020-11-07,Colorado,23,3463
2020-11-07,Connecticut,15,1065
2020-11-07,District of Columbia,2,110
2020-11-07,Florida,53,5245
2020-11-07,Georgia,30,2802
2020-11-07,Idaho,8,1330
2020-11-07,Illinois,84,11802
2020-11-07,Indiana,36,4647
2020-11-07,Iowa,14,3375
2020-11-07,Kansas,79,786
2020-11-07,Kentucky,10,2228
2020-11-07,Louisiana,21,870
2020-11-07,Maryland,12,1541
2020-11-07,Massachusetts,21,2113
2020-11-07,Michigan,47,4246
2020-11-07,Minnesota,36,5442
2020-11-07,Mississippi,14,967
2020-11-07,Missouri,24,4362
2020-11-07,Montana,12,979
2020-11-07,Nebraska,27,2681
2020-11-07,Nevada,21,1562
2020-11-07,New Hampshire,2,204
2020-11-07,New Jersey,13,2161
2020-11-07,New Mexico,6,1284
2020-11-07,New York,15,3209
2020-11-07,North Carolina,34,2908
2020-11-07,North Dakota,17,1765
2020-11-07,Ohio,33,5008
2020-11-07,Oklahoma,16,1878
2020-11-07,Oregon,6,769
2020-11-07,Other,3,75
2020-11-07,Pennsylvania,41,3648
2020-11-07,Puerto Rico,7,803
2020-11-07,Rhode Island,2,630
2020-11-07,South Carolina,13,1233
2020-11-07,South Dakota,28,1488
2020-11-07,Tennessee,32,1373
2020-11-07,Texas,140,8485
2020-11-07,Utah,17,2987
2020-11-07,Washington,8,1691
2020-11-07,West Virginia,7,540
2020-11-07,Wisconsin,37,6411
2020-11-08,Alabama,33,1387
2020-11-08,Arizona,38,2620
2020-11-08,Arkansas,12,1598
2020-11-08,California,30,6151
2020-11-08,Colorado,13,3498
2020-11-08,District of Columbia,2,99
2020-11-08,Florida,86,4452
2020-11-08,Georgia,39,2610
2020-11-08,Hawaii,1,128
2020-11-08,Idaho,4,1403
2020-11-08,Illinois,91,12438
2020-11-08,Indiana,45,4899
2020-11-08,Iowa,14,4388
2020-11-08,Kentucky,17,2156
2020-11-08,Maine,1,156
2020-11-08,Maryland,7,1410
2020-11-08,Massachusetts,23,2302
2020-11-08,Michigan,65,6564
2020-11-08,Minnesota,34,4647
2020-11-08,Mississippi,14,1031
2020-11-08,Missouri,21,4537
2020-11-08,Montana,26,1001
2020-11-08,Nebraska,2,1702
2020-11-08,Nevada,5,1824
2020-11-08,New Hampshire,1,229
2020-11-08,New Jersey,9,3202
2020-11-08,New Mexico,16,1277
2020-11-08,New York,12,3587
2020-11-08,North Carolina,23,2676
2020-11-08,North Dakota,15,1602
2020-11-08,Ohio,12,5549
2020-11-08,Oregon,13,979
2020-11-08,Other,1,36
2020-11-08,Pennsylvania,37,3147
2020-11-08,South Carolina,10,1870
2020-11-08,South Dakota,13,1337
2020-11-08,Tennessee,49,5071
2020-11-08,Texas,100,7752
2020-11-08,Utah,9,2956
2020-11-08,Vermont,1,21
2020-11-08,Virginia,22,2103
2020-11-08,West Virginia,14,522
2020-11-08,Wisconsin,20,7521
2020-11-08,Wyoming,9,192
2020-11-09,Alabama,2,1147
2020-11-09,Arizona,17,1880
2020-11-09,Arkansas,17,1038
2020-11-09,California,12,3351
2020-11-09,Colorado,5,3017
2020-11-09,Delaware,2,345
2020-11-09,Florida,21,6820
2020-11-09,Georgia,1,1024
2020-11-09,Hawaii,1,128
2020-11-09,Idaho,3,649
2020-11-09,Illinois,50,10009
2020-11-09,Indiana,37,4652
2020-11-09,Iowa,3,4524
2020-11-09,Kentucky,4,1177
2020-11-09,Louisiana,20,1266
2020-11-09,Maine,1,93
2020-11-09,Maryland,11,1081
2020-11-09,Massachusetts,20,1823
2020-11-09,Minnesota,31,5908
2020-11-09,Mississippi,10,804
2020-11-09,Missouri,3,3928
2020-11-09,Montana,11,731
2020-11-09,Nevada,1,1276
2020-11-09,New Jersey,4,2013
2020-11-09,New Mexico,14,1210
2020-11-09,New York,19,3428
2020-11-09,North Carolina,2,2094
2020-11-09,North Dakota,11,1101
2020-11-09,Ohio,11,4541
2020-11-09,Oklahoma,9,4507
2020-11-09,Oregon,1,861
2020-11-09,Pennsylvania,4,2521
2020-11-09,Puerto Rico,10,610
2020-11-09,South Carolina,21,946
2020-11-09,South Dakota,13,1428
2020-11-09,Tennessee,5,3636
2020-11-09,Texas,39,6053
2020-11-09,Utah,1,2386
2020-11-09,Virginia,3,1302
2020-11-09,West Virginia,1,795
2020-11-09,Wisconsin,22,4407
2020-11-10,Arkansas,23,945
2020-11-10,California,48,8584
2020-11-10,Colorado,14,3553
2020-11-10,Connecticut,27,3307
2020-11-10,Delaware,1,305
2020-11-10,District of Columbia,1,86
2020-11-10,Florida,58,3924
2020-11-10,Georgia,29,1272
2020-11-10,Idaho,12,1266
2020-11-10,Illinois,25,10573
2020-11-10,Indiana,35,4135
2020-11-10,Iowa,27,5132
2020-11-10,Kansas,15,505
2020-11-10,Kentucky,11,1729
2020-11-10,Louisiana,12,391
2020-11-10,Maine,1,195
2020-11-10,Maryland,9,1375
2020-11-10,Massachusetts,14,1328
2020-11-10,Michigan,63,9235
2020-11-10,Minnesota,19,3926
2020-11-10,Montana,1,374
2020-11-10,Nebraska,7,1582
2020-11-10,Nevada,1,960
2020-11-10,New Jersey,11,2058
2020-11-10,New Mexico,12,1408
2020-11-10,New York,20,3144
2020-11-10,North Carolina,8,1521
2020-11-10,North Dakota,5,1153
2020-11-10,Ohio,7,4706
2020-11-10,Oklahoma,6,2197
2020-11-10,Oregon,4,707
2020-11-10,Other,1,240
2020-11-10,Pennsylvania,3,4710
2020-11-10,Puerto Rico,10,481
2020-11-10,Rhode Island,9,1629
2020-11-10,South Carolina,5,703
2020-11-10,South Dakota,1,907
2020-11-10,Tennessee,15,5919
2020-11-10,Texas,37,7831
2020-11-10,Utah,2,2247
2020-11-10,Virginia,6,1302
2020-11-10,Washington,21,1239
2020-11-10,West Virginia,26,401
2020-11-10,Wisconsin,25,4470
2020-11-11,Alabama,36,39
2020-11-11,Alaska,8,532
2020-11-11,Arizona,28,3434
2020-11-11,Arkansas,4,1424
2020-11-11,California,45,8135
2020-11-11,Colorado,19,3890
2020-11-11,Connecticut,9,1521
2020-11-11,Delaware,3,204
2020-11-11,District of Columbia,2,86
2020-11-11,Florida,69,4353
2020-11-11,Georgia,53,4319
2020-11-11,Hawaii,1,78
2020-11-11,Idaho,16,1201
2020-11-11,Illinois,82,12623
2020-11-11,Indiana,67,4829
2020-11-11,Iowa,26,3917
2020-11-11,Kentucky,14,2079
2020-11-11,Louisiana,10,1330
2020-11-11,Maine,3,172
2020-11-11,Maryland,12,1338
2020-11-11,Massachusetts,21,2154
2020-11-11,Michigan,86,6944
2020-11-11,Minnesota,23,4893
2020-11-11,Mississippi,37,933
2020-11-11,Missouri,142,4576
2020-11-11,Montana,5,1098
2020-11-11,Nebraska,20,2182
2020-11-11,Nevada,7,1322
2020-11-11,New Jersey,21,3777
2020-11-11,New Mexico,14,1258
2020-11-11,New York,16,3965
2020-11-11,North Carolina,45,2582
2020-11-11,North Dakota,30,894
2020-11-11,Ohio,23,6508
2020-11-11,Oklahoma,7,1702
2020-11-11,Oregon,3,754
2020-11-11,Other,1,189
2020-11-11,Pennsylvania,71,4322
2020-11-11,Puerto Rico,7,275
2020-11-11,Rhode Island,4,789
2020-11-11,South Carolina,21,1347
2020-11-11,South Dakota,3,1023
2020-11-11,Tennessee,62,1979
2020-11-11,Texas,112,11412
2020-11-11,Utah,11,2517
2020-11-11,Virginia,13,1435
2020-11-11,Washington,22,1441
2020-11-11,West Virginia,16,511
2020-11-11,Wisconsin,18,7432
2020-11-11,Wyoming,13,1232
2020-11-12,Alabama,81,2075
2020-11-12,Alaska,4,499
2020-11-12,Arizona,36,2030
2020-11-12,Arkansas,14,1962
2020-11-12,California,42,6143
2020-11-12,Colorado,16,3975
2020-11-12,Connecticut,9,1788
2020-11-12,Delaware,2,230
2020-11-12,Florida,52,5838
2020-11-12,Georgia,76,2242
2020-11-12,Idaho,19,1693
2020-11-12,Illinois,153,12657
2020-11-12,Indiana,31,5036
2020-11-12,Iowa,29,4626
2020-11-12,Kansas,34,5314
2020-11-12,Kentucky,14,2698
2020-11-12,Maine,2,142
2020-11-12,Maryland,16,1714
2020-11-12,Massachusetts,38,2660
2020-11-12,Michigan,42,6620
2020-11-12,Minnesota,58,4889
2020-11-12,Mississippi,17,1256
2020-11-12,Missouri,22,3944
2020-11-12,Montana,10,919
2020-11-12,Nebraska,1,2209
2020-11-12,Nevada,18,1107
2020-11-12,New Hampshire,3,233
2020-11-12,New Jersey,15,3065
2020-11-12,New Mexico,14,1487
2020-11-12,New York,22,4820
2020-11-12,North Carolina,38,3119
2020-11-12,North Dakota,12,1021
2020-11-12,Ohio,76,5874
2020-11-12,Oklahoma,19,2177
2020-11-12,Oregon,5,861
2020-11-12,Pennsylvania,57,3969
2020-11-12,Puerto Rico,12,264
2020-11-12,Rhode Island,6,978
2020-11-12,South Carolina,14,1257
2020-11-12,South Dakota,27,1362
2020-11-12,Tennessee,89,3632
2020-11-12,Texas,132,12284
2020-11-12,Utah,6,2335
2020-11-12,Virginia,15,1594
2020-11-12,West Virginia,7,885
2020-11-12,Wisconsin,8,7537
2020-11-13,Alabama,12,2000
2020-11-13,Arizona,12,1399
2020-11-13,Arkansas,18,1809
2020-11-13,California,27,8541
2020-11-13,Colorado,25,5197
2020-11-13,Connecticut,10,1158
2020-11-13,Delaware,8,204
2020-11-13,Florida,72,5607
2020-11-13,Georgia,75,2982
2020-11-13,Idaho,16,1158
2020-11-13,Illinois,48,12702
2020-11-13,Indiana,51,6591
2020-11-13,Iowa,19,4951
2020-11-13,Kentucky,18,2336
2020-11-13,Louisiana,39,3829
2020-11-13,Maine,1,193
2020-11-13,Maryland,12,1477
2020-11-13,Massachusetts,20,2648
2020-11-13,Michigan,49,7311
2020-11-13,Minnesota,39,7225
2020-11-13,Mississippi,17,1271
2020-11-13,Missouri,22,5048
2020-11-13,Nebraska,25,2611
2020-11-13,Nevada,3,1469
2020-11-13,New Hampshire,3,323
2020-11-13,New Jersey,19,3491
2020-11-13,New Mexico,18,1742
2020-11-13,New York,14,4797
2020-11-13,North Carolina,8,2893
2020-11-13,North Dakota,11,1800
2020-11-13,Ohio,35,7101
2020-11-13,Oklahoma,11,2357
2020-11-13,Oregon,4,1109
2020-11-13,Pennsylvania,46,6140
2020-11-13,Puerto Rico,8,1332
2020-11-13,Rhode Island,7,988
2020-11-13,South Carolina,8,1495
2020-11-13,Tennessee,27,3344
2020-11-13,Texas,299,9489
2020-11-13,Utah,9,3919
2020-11-13,Virginia,17,1521
2020-11-13,Washington,25,3345
2020-11-13,West Virginia,2,696
2020-11-14,Alabama,18,2980
2020-11-14,Alaska,1,593
2020-11-14,Arizona,17,3015
2020-11-14,Arkansas,4,2312
2020-11-14,California,70,9450
2020-11-14,Colorado,36,6439
2020-11-14,Connecticut,11,2746
2020-11-14,Delaware,2,470
2020-11-14,Florida,73,6933
2020-11-14,Georgia,24,2994
2020-11-14,Idaho,3,1519
2020-11-14,Illinois,45,15415
2020-11-14,Indiana,50,5600
2020-11-14,Iowa,26,5484
2020-11-14,Kansas,41,6265
2020-11-14,Kentucky,25,3164
2020-11-14,Louisiana,24,3450
2020-11-14,Maine,3,244
2020-11-14,Maryland,12,1869
2020-11-14,Massachusetts,23,2906
2020-11-14,Michigan,123,9179
2020-11-14,Minnesota,46,5544
2020-11-14,Mississippi,5,1305
2020-11-14,Missouri,21,4404
2020-11-14,Montana,5,1213
2020-11-14,Nebraska,19,2369
2020-11-14,Nevada,13,1857
2020-11-14,New Hampshire,3,462
2020-11-14,New Jersey,27,3397
2020-11-14,New Mexico,22,1230
2020-11-14,New York,18,5401
2020-11-14,North Carolina,14,1779
2020-11-14,North Dakota,10,1429
2020-11-14,Ohio,42,8071
2020-11-14,Oklahoma,12,2667
2020-11-14,Oregon,7,1058
2020-11-14,Other,2,87
2020-11-14,Pennsylvania,28,5833
2020-11-14,Puerto Rico,5,667
2020-11-14,Rhode Island,4,765
2020-11-14,South Carolina,17,1611
2020-11-14,South Dakota,1,1611
2020-11-14,Tennessee,64,3733
2020-11-14,Texas,18,12097
2020-11-14,Utah,14,2150
2020-11-14,Virginia,27,1235
2020-11-14,Washington,12,2142
2020-11-14,West Virginia,10,742
2020-11-14,Wisconsin,62,8451
2020-11-15,Alabama,15,2226
2020-11-15,Alaska,1,748
2020-11-15,Arizona,43,3476
2020-11-15,Arkansas,11,1848
2020-11-15,California,48,9501
2020-11-15,Colorado,21,5196
2020-11-15,Delaware,2,379
2020-11-15,District of Columbia,1,148
2020-11-15,Florida,44,4544
2020-11-15,Georgia,51,3035
2020-11-15,Idaho,7,1519
2020-11-15,Illinois,197,11028
2020-11-15,Indiana,25,8322
2020-11-15,Iowa,13,4667
2020-11-15,Kentucky,11,3293
2020-11-15,Maine,1,152
2020-11-15,Maryland,20,2321
2020-11-15,Massachusetts,28,3047
2020-11-15,Michigan,68,7430
2020-11-15,Minnesota,35,8689
2020-11-15,Mississippi,21,1370
2020-11-15,Missouri,15,9646
2020-11-15,Montana,37,1642
2020-11-15,Nebraska,4,1912
2020-11-15,Nevada,15,2269
2020-11-15,New Hampshire,1,384
2020-11-15,New Jersey,26,4353
2020-11-15,New Mexico,10,1165
2020-11-15,New York,17,5388
2020-11-15,North Carolina,36,3885
2020-11-15,North Dakota,19,2270
2020-11-15,Ohio,14,7715
2020-11-15,Oklahoma,23,2847
2020-11-15,Oregon,6,1081
2020-11-15,Pennsylvania,42,4234
2020-11-15,Puerto Rico,7,653
2020-11-15,South Carolina,9,1913
2020-11-15,South Dakota,53,1855
2020-11-15,Tennessee,25,4662
2020-11-15,Texas,133,9267
2020-11-15,Utah,9,5352
2020-11-15,Virginia,14,1537
2020-11-15,West Virginia,9,1153
2020-11-15,Wisconsin,56,5581
2020-11-15,Wyoming,17,540
2020-11-16,Alabama,2,1979
2020-11-16,Arizona,2,2383
2020-11-16,Arkansas,24,874
2020-11-16,California,9,9028
2020-11-16,Colorado,21,4183
2020-11-16,District of Columbia,2,163
2020-11-16,Florida,29,10105
2020-11-16,Georgia,1,2084
2020-11-16,Illinois,74,10631
2020-11-16,Indiana,22,6710
2020-11-16,Iowa,4,2759
2020-11-16,Kentucky,3,1449
2020-11-16,Louisiana,11,2532
2020-11-16,Maine,2,153
2020-11-16,Maryland,9,1840
2020-11-16,Massachusetts,36,2133
2020-11-16,Minnesota,31,7553
2020-11-16,Mississippi,3,969
